    t;         P0;         P1;         P2;         P3;         P4;         P5;         P6;         P7;         P8;         P9;        P10;        P11;        P12;        P13;        P14;        P15;
   45;     /R[13];           ;           ;      /S[4];           ;           ;           ;           ;           ;           ;           ;           ;     /S[13];           ;     /R[13];      /R[4];
   46;       [17];           ;           ;      /S[4];           ;           ;           ;           ;           ;           ;           ;           ;           ;     /S[14];     /R[14];      /R[4];
   47;       [17];      /S[2];      /R[2];           ;           ;           ;           ;      /S[8];           ;           ;           ;           ;           ;           ;     /R[16];     /S[16];
   48;       [17];           ;      /S[3];           ;           ;      /S[6];           ;      /S[8];           ;           ;      /R[3];           ;           ;           ;       [21];      /R[8];
   49;       [17];           ;      /S[3];           ;           ;           ;           ;      /S[8];           ;     /S[10];      /R[3];           ;           ;           ;       [21];      /R[8];
   50;       [17];           ;     /R[14];           ;           ;           ;      /S[7];      /S[8];           ;           ;      /R[7];           ;           ;     /S[14];       [21];      /R[8];
   51;       [17];           ;     /R[14];           ;           ;           ;      /S[7];           ;           ;           ;      /R[7];     /S[12];           ;     /S[14];       [21];     /R[12];
   52;       [17];           ;     /R[14];           ;           ;           ;           ;           ;           ;           ;     /R[15];     /S[12];           ;     /S[14];       [21];     /R[12];
   53;       [17];           ;       [18];           ;           ;           ;           ;           ;           ;           ;     /R[15];     /S[12];           ;           ;       [21];     /R[12];
   54;       [17];           ;       [18];           ;           ;           ;           ;           ;           ;           ;       [19];           ;           ;           ;       [21];       [20];
   55;       [17];           ;       [18];           ;           ;           ;           ;           ;           ;           ;       [19];           ;           ;           ; [21]/S[15];       [20];
   56;       [17];           ;       [18];           ;           ;           ;           ;           ;           ;           ;       [19];           ;           ;           ; [21]/S[15];       [20];
   57;       [17];           ;       [18];           ;           ;           ;           ;           ;           ;           ;       [19];           ;           ;           ;       [21];       [20];
   58;       [17];           ;       [18];           ;           ;           ;           ;           ;           ;           ;       [19];           ;           ;           ;       [21];       [20];
   59;       [17];           ;       [18];           ;           ;           ;           ;           ;           ;           ;       [19];           ;           ;           ;       [21];       [20];
   60;       [17];           ;       [18];           ;           ;           ;           ;           ;           ;           ;       [19];           ;           ;           ;       [21];       [20];
   61;           ;           ;       [18];           ;           ;           ;           ;           ;           ;           ;       [19];           ;           ;           ;       [21];       [20];
   62;     /S[17];           ;       [18];           ;           ;           ;           ;           ;           ;           ;       [19];           ;     /R[17];           ;       [21];       [20];
   63;     /S[17];           ;       [18];           ;           ;           ;           ;           ;           ;           ;       [19];           ;     /R[17];           ;           ;       [20];
   64;           ;           ;       [18];           ;           ;           ;           ;           ;           ;           ;       [19];           ;     /R[21];           ;     /S[21];       [20];
   65;           ;           ;       [18];           ;           ;           ;           ;           ;           ;           ;       [19];           ;       [22];           ;           ;       [20];
   66;           ;           ;       [18];           ;           ;           ;           ;           ;           ;           ;       [19];           ;       [22];           ;           ;       [20];
   67;     /R[18];           ; [18]/S[18];           ;           ;           ;           ;           ;           ;           ; [19]/R[21];           ;       [22];           ;     /S[21];       [20];
   68;     /R[18];           ;     /S[18];           ;           ;           ;           ;           ;           ;           ; [19]/R[21];           ;       [22];           ;     /S[21];       [20];
   69;     /R[21];           ;           ;           ;           ;           ;           ;           ;           ;           ;       [24];           ;           ;           ;     /S[21];     /R[21];
   70;     /R[21];           ;           ;           ;           ;           ;           ;           ;           ;           ;       [24];           ;           ;           ;     /S[21];       [25];
   71;     /R[21];           ;           ;           ;           ;           ;           ;           ;           ;           ;       [24];           ;           ;           ;     /S[21];       [25];
   72;       [23];           ;           ;           ;           ;           ;           ;           ;           ;           ;       [24];           ;           ;           ;           ;       [25];
   73;       [23];           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;       [25];
   74;       [23];           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;
   75;       [23];           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;
